step,pos_x,pos_y,pos_z,target_x,target_y,target_z,error,action_0,action_1,action_2,action_3
67,0.6748566599173863,0.46614359740477995,0.984642397408101,0.8901682263449241,0.4055891384707305,1.0,0.22419136712114096,13905.65459649,15603.145830081292,13025.545830081293,14764.85459649
68,0.686479648794841,0.4662941768010231,0.9859510384297007,0.8975134030510683,0.39579190301518336,1.0,0.22294212111141082,14304.781179977894,13505.061756608258,16023.181179977895,13505.061756608258
69,0.698043726410998,0.4661457946015507,0.987187998525368,0.904617666761399,0.38556973790787447,1.0,0.22210232129804391,14966.757711592021,12850.83158180883,14966.757711592021,14569.231581808828
70,0.7095524435461977,0.46568705135749067,0.9883579541173351,0.9114791105300727,0.374933617858054,1.0,0.2216892008273914,14287.198391306621,15267.603343269842,12690.003343269844,15146.398391306619
71,0.7209676130970296,0.46489853151059146,0.9894643751125876,0.9180958925896368,0.36389496200480653,1.0,0.22174823340985972,13231.023158318229,15808.623158318227,13758.713433194978,14617.913433194979
72,0.7322502375491823,0.4637940529485552,0.9905122501374588,0.9244662368454021,0.3524656216572461,1.0,0.22233089618108018,14360.461200265861,13501.261200265864,16078.861200265863,13501.261200265864
73,0.743411857202919,0.4623768897409202,0.991506215106882,0.930588433352187,0.3406578675707288,1.0,0.2234339620533119,15223.30406436626,12645.704064366262,15223.30406436626,14364.10406436626
74,0.7544749419768841,0.46060030194125406,0.9924462420503931,0.9364608387733054,0.3284843767727378,1.0,0.22501231871853583,14370.893206581288,15230.093206581289,12652.493206581286,15230.093206581289
75,0.7654169078348647,0.4584101116503569,0.9933305257215238,0.9420818768216762,0.315958218952587,1.0,0.22704082207268206,13571.151113618831,16047.506279099245,13571.151113618831,14329.106279099244
76,0.7762107389669531,0.4557993968915594,0.994163033317295,0.9474500386829335,0.30309284242955725,1.0,0.22951309270481893,14388.098838766058,13528.898838766057,16106.49883876606,13528.898838766057
77,0.7868809893157311,0.45277026647142166,0.9949467402036443,0.9525638834204277,0.2899020597145264,1.0,0.23238418536054545,15518.919027552012,12941.31902755201,14983.445708675983,14124.245708675986
78,0.7974626880342542,0.4492910651164232,0.9956822063622599,0.9574220383620055,0.2764000326805968,1.0,0.2355778983603944,14432.876784219905,15222.887052158563,12714.476784219903,15222.887052158563
79,0.807943144123019,0.4453404513963995,0.996369089157367,0.9620231994684654,0.2626012573586422,1.0,0.2390553492527872,14020.930299216325,15650.8187347448,13203.167953832053,14750.18108012907
80,0.8182820432934326,0.44094475308627135,0.9970164946505502,0.9663661316835926,0.24852054837409482,1.0,0.24282683767991659,14416.857676170166,13557.657676170169,16135.257676170168,13557.657676170169
81,0.8284625827736468,0.4361366601922893,0.9976317928543892,0.9704496692656759,0.23417302304168439,1.0,0.24689117413686676,15229.926583807213,12745.099571743627,15322.69957174363,14370.726583807213
82,0.8384792877293478,0.4309004669711262,0.9982143109923562,0.9742727161004184,0.21957408513520416,1.0,0.2512008828285901,14419.783815127354,15278.983815127354,12701.383815127356,15278.983815127354
83,0.8482846754171612,0.4252126614364238,0.9987624957087587,0.9778342459951608,0.2047394083497279,1.0,0.25572070307357825,13566.338578513674,16143.938578513673,13566.338578513674,14425.538578513671
84,0.857826902718382,0.4190977067229205,0.9992788180118424,0.9811333029543337,0.18968491947403654,1.0,0.26045194450399184,14429.172254535057,13569.972254535056,16147.572254535055,13569.972254535056
85,0.8671058669227496,0.4125879340637471,0.9997675119187613,0.9841690014360691,0.1744267812913168,1.0,0.2653762728705872,15288.846511956985,12711.246511956986,15288.846511956985,14429.646511956984
86,0.8761331329041578,0.40566701093787483,1.000228360331809,0.9869405265899004,0.1589813752264916,1.0,0.27042953520316076,14431.450544743831,15290.650544743832,12713.05054474383,15290.650544743832
87,0.8848749526056787,0.39831098212992366,1.0006585245460717,0.9894471344754855,0.14336528375881463,1.0,0.27555958338174746,13575.9277808601,16153.527780860099,13575.9277808601,14435.127780860097
88,0.8932929005946899,0.3905439624015569,1.0010595904286705,0.9916881522622986,0.12759527261860729,1.0,0.2807574785133576,14437.808823150754,13578.608823150753,16156.208823150755,13578.608823150753
89,0.901400286666956,0.38239785566758355,1.001436689350434,0.9936629784102324,0.11168827278725357,1.0,0.2860037528202152,15298.431060529783,12720.831060529781,15298.431060529783,14439.231060529783
90,0.9092219840785161,0.3738557471161316,1.0017907256342689,0.9953710828310656,0.09566136231978069,1.0,0.2912335654528749,14440.68097702929,15299.88097702929,12722.280977029292,15299.88097702929
91,0.9167374909326159,0.3648930950829123,1.0021187677365604,0.9968120070307501,0.07953174800953605,1.0,0.2963908158303893,13583.16454689152,16160.764546891518,13583.16454689152,14442.364546891517
92,0.9239216512700501,0.3555335263823306,1.0024223484097594,0.9979853642324821,0.06331674691464967,1.0,0.3014663290519574,14444.294639417945,13585.094639417945,16162.694639417947,13585.094639417945
93,0.9308010545361053,0.34580850773850086,1.0027072579874798,0.9988908394805207,0.04703376776611418,1.0,0.3064472112863075,15304.989385552002,12727.389385552,15304.989385552002,14445.789385552001
94,0.937413793911846,0.3357006193439378,1.0029747353377956,0.99952818972473,0.03070029227744204,1.0,0.31127519452760594,14445.85699964493,15305.05699964493,12727.456999644932,15305.05699964493
95,0.9437525013169966,0.3251847084509323,1.0032219053180504,0.9998972438858189,0.014333856375969485,1.0,0.3158969215230313,13586.73119658315,16164.331196583153,13586.73119658315,14445.931196583151
96,0.949805144612302,0.3142838254579954,1.0034507068119594,0.9999979029012629,-0.0020479686240461865,1.0,0.3203077025444741,14447.45660988285,13588.25660988285,16165.856609882852,13588.25660988285
97,0.9556114934021712,0.30302905994554996,1.0036666192977137,0.9998301397518944,-0.018427594886323027,1.0,0.32450441247812667,15306.564715719695,12728.964715719696,15306.564715719695,14447.364715719694
98,0.9612227806239626,0.29140266008267607,1.0038695395651873,0.9993939994691556,-0.0347874369351825,1.0,0.32843872286485065,14444.394692050344,15303.594692050345,12725.994692050346,15303.594692050345
99,0.966642892891471,0.2793790041847204,1.0040542058436945,0.9986895991230109,-0.05110993053565318,1.0,0.33206379498211036,14155.733612448246,15590.672279805127,13013.072279805125,15014.933612448247
100,0.9718394304107839,0.26697836733034186,1.0042232209193818,0.9977171277905226,-0.06737755155076111,1.0,0.3353824254600082,14448.712188336576,13589.512188336575,16167.112188336578,13589.512188336575
101,0.9767946399492696,0.2542271507590117,1.0043770009101798,0.9964768465050984,-0.08357283475577487,1.0,0.33840120804403767,14886.261855223263,13541.415815813416,15728.785363140658,13636.831402550506
102,0.9815310818887496,0.24111106903499283,1.0045166462043311,0.994969088186424,-0.09967839258920096,1.0,0.34108420845928833,14448.89999515716,15308.099995157161,12730.499995157163,15308.099995157161
103,0.9860648034776914,0.22761878273914715,1.0046435175790671,0.9931942575511001,-0.11567693382039634,1.0,0.3434011362517928,14446.757834554533,15305.957834554534,12728.357834554536,15305.957834554534
104,0.9903645899233227,0.21378583243118976,1.0047600754324193,0.9911528310040072,-0.13155128211376052,1.0,0.345370818576723,14451.036562797086,13591.836562797085,16169.436562797087,13591.836562797085
105,0.994394582419896,0.19965220755231455,1.004867264081105,0.9888453565104273,-0.14728439446957395,1.0,0.3470151149306378,14559.045756810796,13728.79823295043,16033.453499245203,13484.805975384836
106,0.9981707537886828,0.18521224961140784,1.0049650418407587,0.9862724534489582,-0.16285937952168275,1.0,0.3483103216943456,14448.461936728003,15307.661936728004,12730.061936728001,15307.661936728004
107,1.0017197640448565,0.17045720693323574,1.0050533575685663,0.9834348124452579,-0.17825951567238862,1.0,0.34923234171898143,14445.53765958442,15304.737659584422,12727.13765958442,15304.737659584422
108,1.0050229819530747,0.1554246210151457,1.0051349995869407,0.9803331951866647,-0.1934682690450721,1.0,0.34980309107539337,14450.657732856696,13591.457732856696,16169.057732856698,13591.457732856696
109,1.0080572830186418,0.14015794035685114,1.005204582851663,0.9769684342177438,-0.20846931123527287,1.0,0.3500493747389118,14587.433714158233,14240.682876972707,15392.475534329926,13585.044897094052
110,1.0108460144164242,0.1246695127057706,1.0052689772783683,0.9733414327168124,-0.2232465368411744,1.0,0.3499713321150392,14456.619206544903,15315.819206544904,12738.219206544902,15315.819206544904
111,1.0134179693661918,0.10898703210009483,1.0053332391693448,0.9694531642535068,-0.23778408075466567,1.0,0.34958768891247133,14164.024600465193,14898.947311188178,13147.834432887528,15601.157143610511
112,1.0157546351575635,0.09316759410080054,1.0054011203249307,0.9653046725274542,-0.25206633519442107,1.0,0.34894245480703817,14458.579568839654,13599.379568839657,16176.979568839655,13599.379568839657
113,1.0178304765562913,0.07724990057183734,1.005470953650534,0.9608970710881195,-0.26607796646270937,1.0,0.348059432101101,15126.631745566276,13948.849389223204,15499.834086132189,13240.816442475261
114,1.0196614310514809,0.061246444881821765,1.005543202996634,0.9562315430359037,-0.2798039314079396,1.0,0.3469429880549805,14451.549644245337,15310.749644245338,12733.149644245339,15310.749644245338
115,1.021261523038048,0.04519168375743722,1.0056191899582234,0.9513093407045732,-0.29322949357527295,1.0,0.3456208563965143,13671.509308450477,14467.291421863549,13572.284116187384,16086.466229600457
116,1.0225953333437356,0.02912505052834884,1.0056959792211744,0.9461317853251037,-0.3063402390279592,1.0,0.3441163739957506,14656.6498105598,13797.4498105598,15962.878563438,13385.278563437998
117,1.0236187399726016,0.013047882594229822,1.0057714486066125,0.9407002666710333,-0.31912209182240986,1.0,0.3424115575409696,15307.553490535829,14448.353490535828,15307.553490535829,12729.95349053583
118,1.0243357628861847,-0.0030348535771696577,1.0058457232843716,0.9350162426854148,-0.33156132912039765,1.0,0.3405022676906402,14446.276756285431,15305.476756285432,12727.876756285434,15305.476756285432
119,1.0247578033855422,-0.019071375175052516,1.0059181814070248,0.9290812390894708,-0.3436445959221535,1.0,0.33843286698075453,13691.108038080547,14348.573960824462,13691.108038080547,16066.973960824464
120,1.024847530734559,-0.035006017452597064,1.0059880583718708,0.9228968489730558,-0.35535891940454717,1.0,0.33623768400305165,14452.990175490206,13593.790175490205,16171.390175490207,13593.790175490205
121,1.0245599985813123,-0.050835897540207835,1.0060525776586666,0.9164647323670339,-0.3666917228489546,1.0,0.33389537681093984,15308.893336182617,14449.693336182616,15308.893336182617,12731.293336182614
122,1.0238998099363144,-0.06656888339753687,1.0061105151989391,0.9097866157976895,-0.3776308391438596,1.0,0.3313890459644724,14352.458285332435,15405.848568114052,12828.248568114053,15211.658285332436
123,1.0228845742609747,-0.08216708295174749,1.0061627127775359,0.9028642918232882,-0.3881645238476951,1.0,0.32875109286520915,13414.00411267333,14634.24058909233,13775.040589092328,15991.604112673329
124,1.0214997870156577,-0.09758760479733855,1.0062092329436394,0.8956996185529135,-0.3982814677978963,1.0,0.32600772414959955,14455.334941778208,13596.134941778208,16173.73494177821,13596.134941778208
125,1.0197362856922967,-0.11283925340247274,1.006250212728632,0.8882945191477077,-0.4079708092526314,1.0,0.3231387293563721,15312.580708909554,14453.380708909554,15312.580708909554,12734.980708909552
