scenario,rmse_mean,rmse_std,max_error_mean,max_error_std,trials
nominal,6.964246030112145,8.881784197001252e-16,17.62478870261104,0.0,5
heavy_payload,3.2931381822295847,0.0,4.4057364611549055,0.0,5
light_payload,2.488062626515358,0.0,3.299672210335592,4.440892098500626e-16,5
damaged_motor,1.8779664783737708,0.0,2.2285816685392996,0.0,5
strong_wind,144.832025904153,0.0,282.35462788798975,0.0,5
combined_worst,83.03240874293543,0.0,167.79211090379047,0.0,5
critical_motor_failure,16.390366036564764,0.0,19.682614686204914,0.0,5
