scenario,rmse_mean,rmse_std,max_error_mean,max_error_std,trials
nominal,0.0899825956051341,0.0,0.9668298277315115,0.0,5
heavy_payload,0.10320449768798472,1.3877787807814457e-17,0.9677834117155937,0.0,5
light_payload,0.09166839205642283,0.0,0.96539948206711,0.0,5
damaged_motor,1.0401114714578705,0.0,1.2949862944820165,0.0,5
strong_wind,261.5924940086321,0.0,492.76377865161396,0.0,5
combined_worst,168.71372001683423,0.0,345.9343551212271,0.0,5
critical_motor_failure,10.681033236353382,0.0,12.234902679291906,0.0,5
